如何开启戴尔Mini 10的3G服务," 1）开机，点击桌面上的G3随e行软件，点击自动连接，然后点击“操作”（或“帮助”）菜单下的“自助服务”
我买了“4G高速网关”设备，该怎么使用？,"简单来说，完成以下几步即可开始4G上网冲浪：
(1)连接电源：把电源适配器的AC出口连接到CPE的POWER端口。
(2)连接其他设备（非必选）。通过网线把局域网设备，如电脑或交换机，连接到CPE的LAN端口。
(3)按下POWER按钮，启动CPE。启动CPE后，您可以微调CPE的位置和方向以便取得更强的无线网络信号，网络信号强度由指示灯显示。
（4）访问Web管理界面。CPE的Web管理界面是基于网络浏览器的配置接口，允许用户通过浏览器更方便的设置、配置和管理设备。
（5）以Windows XP操作系统和IE浏览器7.0为例，访问Web管理界面，参考如下步骤：
A：确保CPE已连接正确。
B：设置连接电脑的IP地址，确保电脑的IP地址和CPE在同一个网段中。默认情况下，CPE的IP地址是192.168.1.1，子网掩码是255.255.255.0。如果CPE要作为路由器工作，建议自动分配IP地址和DNS设置。


C：运行IE浏览器，在地址栏输入http://192.168.1.1并回车。
D：在登录窗口输入正确的密码，点击登录。通过校验后，您可以在Web管理界面中执行操作。"
上网流量是怎么算的？,1G=1024M、看网页、查资讯：一般0.1-0.2M/1个网页；刷微博：一般10-100K/个微博；挂股票：约10-50M/小时；在线视频：一般100-500M/部
3G和4G稳定性比较？,网络的稳定取决于网络覆盖质量，基站覆盖情况越好，就会越稳定，目前建设的4G网络是在3G基础上同频升级实现的，4G基站的分布及使用的频段与3G网络十分相近，所以技术上4G网络的覆盖并不会输于3G，同时大家都知道中国移动一直致力于打造精品网络覆盖，相信4G网络的建设一定会更加出色
我的“4G高速网关”能正常开启，但在杭州不能正常使用,"（1）询问客户所在的地点，首先与4G网络覆盖图对照。如果不在4G网络覆盖范围内的，解释口径为：“4G高速网关”目前只能在中国移动4G覆盖范围内使用。请杭州公司提供详细4G网络覆盖图。
    （2）若客户所在地点在4G覆盖范围内的，查看该号码服务状态是否正常。
    （3）若服务状态正常，再询问4G高速网关是否正常启动，若正常，录入投诉工单，派单处理。
"
“4G高速网关”经常断线怎么办？,录入投诉工单，派单处理
“4G高速网关”不能正常工作情况怎么办？,"（1）POWER指示灯不亮
     请检查电源连接是否可靠，并确认已经接通电源。请确认电源适配器是否满足产品规格。
    （2）确认CPE已启动。
    确认连接CPE和电脑的网线工作正常。
    确认连接电脑的IP地址设置正确。
    （3）不能找到无线网络
    检查电源适配器，确认电源适配器连接正确。
    确认CPE放置在开阔的空间且远离混泥土或木制墙的障碍物。
    确认CPE远离会产生强电磁场的家电，如微波炉、电冰箱或者圆盘式卫星天线。
    （4）CPE的电源适配器过热
    长时间使用后CPE会过热。因此，当您不使用时请关闭设备。
    把CPE放置在通风良好的地方且避免阳光直射。
"
“4G高速网关”设备坏了怎么办？,客户办理在1个月内，由于网络、终端原因导致无法正常使用的，可以至办理营业厅无条件退换货。
"杭州客户咨询浙江三地4G试商用问题： ",  尊敬的客户，您好！2月2日起浙江移动实现杭州、宁波、温州三地4G漫游互通，4G上网伴侣用户轻松携带终端即可实现在三地4G区域享受4G高速上网；近期杭州公司也在对硬件设备等方面做进一步的升级优化，预计在2月5日、6日左右杭州4G上网伴侣用户可真正实现在杭州地区3/4G互操作。（具体业务办理规则详询营业厅）谢谢！
省内漫游时客户出现使用不畅情况（例如断线、吊死等）, 尊敬的客户，您好！省内三地（杭州、宁波、温州）4G漫游互通功能刚上线，在前期使用过程中，可能会出现一些问题，我们会不断的对系统进行完善，希望您能够谅解及支持我们4G业务的发展。感谢您的支持！
3/4G互切换过程上网伴侣LED出现黑屏,尊敬的客户，您好！在3/4G网络互切过程中，由于上网伴侣应用程序也同时在进行切换，故上网伴侣会出现短时间的黑屏现象，但此时网络侧已正常的进行了切换，对您的使用基本没有影响。对于终端黑屏现象我们也已经反馈给技术人员做进一步的优化完善，希望您能谅解。
3/4G切换过程中电脑WiFi链接出现瞬断,尊敬的客户，您好！4G采用的是TD-LTE网络，有别与3G网络，所以在3/4G互切过程中有可能会出现断线情况，一般情况下，待互切成功后，上网设备（例电脑）会重新进行网络选择，影响的时间也不长，就2-3秒左右，不过您也可以进行手动重新连接。后续我们也会进一步的优化完善，希望您能谅解。
杭州到温州／宁波异地漫游出现故障的解释口径（宁波和温州只有提供4G，3／4G不互通）,尊敬的客户，您好！杭州4G上网伴侣用户可漫游到温州/宁波使用当地4G网络，但由于目前4G网络处于试商用阶段，温州／宁波暂不支持4G上网伴侣从3G网络切换到4G网络，即在温州／宁波4G网络覆盖区，如果需使用4G网络，需重起4G上网伴侣方可接入。
3/4G 切换导致故障的解释口径,尊敬的客户，您好！为避免4G上网伴侣在3G网络和4G网络间频繁扫描网络、切换而导致发热大、耗电高，目前在杭州地区4G上网伴从3G网络切换到4G网络或从4G网络切换到3G网络，切换时间为一般为30秒左右，信号不稳定时可能会长达5分钟，如果需要快速实现切换，可以重启4G上网伴侣。
除了B1有TD-LTE信号外，别的还有哪里有？具体哪里还能收到CMCC-LTE的信号？,目前我们已经完成了武林商圈、黄龙商圈等杭州主城区以及滨江、下沙等点的覆盖。今年5月份，我们将完成杭州主城区和萧山、余杭主城区的TD-LTE覆盖，到年底，包括杭州城区和萧山区、余杭区，无论商业街、公交车站还是地铁等等，届时都能收到4G信号。目前4G终端还没有正式销售，所以您目前如果要使用4G网络，可以在我们4G wifi已覆盖的B1公交车上体验4G。
现在4G都是以WIFI的形式实现的，直接连接4G网络的4G终端何时才会推出？,目前已经有数据卡、无线路由器、家庭网关、平板电脑等多种终端已处于入网测试阶段，并将在4月19日杭州电子信息博览会进行展示，预计很快将投入商用。各大终端厂家均有4G终端研发计划，4G无线网关，4G上网伴侣等产品最早可以在5月推出，LTE手机预计在年底推出。
4G何时开始收费？,由于4G业务还处于试商用体验阶段，目前在这期间体验都是免费的，欢迎您踊跃参与。后续该业务进入正式商用，会出台具体资费的。
你们移动连3G都还没有发展成熟，比不过电信和联通，怎么就开始发展4G了，基于什么考虑呢？,3G时代，联通、电信使用的都是国外的标准，而中国移动使用的是具有自主知识产权的标准，初生之物，其形必丑。但是经过广大技术人员不懈努力和追求，目前的4G技术不亚于全球任何4G标准，速度远超于3G，中国移动对今后TD-LTE的发展有绝对的信心的底气。
4G的网速这么快，以后流量肯定很大，资费会不会很贵呀？,该业务进入正式商用后，会有具体的资费出台，资费定价会充分考虑用户的使用习惯和价格需求等因素。
我是用苹果的，我感觉用联通上网速度和用4G上网速度差不多么，那4G的速度好像也没比3G快多少？,"答1：移动4G的各项实测速度均已遥遥领先其他制式，目前国内其他任何网络都无法达到这个速度和支撑这么多用户同时使用，手机由于上网消耗带宽很小，可能用户感知不是很明显，若是进行大容量的文件下载对比就会很明显。
答2：采用直接上网的方式，测试网速最高可以达到80M。为了让用户提前体验4G网络，B1车上采用了4G转Wifi的技术，对带宽有一定影响，但也可以达到10-20M。因苹果手机目前暂不支持TD-LTE网络，无法对比测试。"
下载速度或者流媒体是很快，或没传说的这么快？,"答1：移动4G的各项实测速度均已遥遥领先其他制式，目前国内其他任何网络都无法达到这个速度和支撑这么多用户同时使用，速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性以及各运营商之间互联互通等多方面因素影响，具体问题还需要具体分析，您看其他客户还是使用得挺顺畅的。
答2：这段时间刚开始试商用，很多用户在使用我们的4G网络，沿路都有我们路测的同时在检测，可能会对网络造成一定的突发性拥堵。
答3：采用直接上网的方式，测试网速最高可以达到80M。在B1车上由于Wifi的转换影响了最高速率，可以达到10-20M，今天为了让更多的用户畅快享受4G网络，我们做了单户4M的限速，可能会在速度感知上有所影响。
"
网页打开慢，下载速度不稳定，还断开等问题，这是为什么？,"答1：首先建议用户重新登陆或者重新连接相关业务。如果还不行回答参考如下：速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性以及各运营商之间互联互通等多方面因素影响，具体问题还需要具体分析，您看其他客户还是使用得挺顺畅的。
答2、这段时间刚开始试商用，很多用户在使用我们的4G网络，沿路都有我们路测的同时在检测，可能会对网络造成一定的突发性拥堵。
"
移动发展3G的实际速率都无法达到理论速率，移动4G可以达到你们所说的速率吗？,移动网络专家已多场景、多业务反复测试，实际测试效果已接近理论值，相关测试报告已提交国家相关部门。实际使用过程中由于无线环境差别很大，体验感受也会不同。
4G转wifi和普通wifi有什么区别？,普通WIFI采用有线接入，4G转WIFI采用无线TD-LTE信号接入，4G信号接入的好处是WIFI可以随着带，不受地理位置限制。
现在市场上以苹果为主流系统之一，现在可以通过4G转WIFI来实现4G上网，如果4G全覆盖后，苹果是否能兼容4G网络呢？,美国已有商用LTE信号运营，苹果也在考虑IPHONE5上携带LTE信号，苹果对4G网络的兼容是一种趋势。我们即将推出的家庭网关和4G上网伴侣等产品可以将4G信号转化为WIFI信号，苹果终端也可以进行使用。
什么时候能体验到你们4G100M的速率，或者什么样的场景可以到，其他场景不能到的原因是什么？,目前，我们进行的4G用户体验测试，上网峰值下行速度最高达到了每秒八十兆，已经相当接近理论值。但是网络速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性等多方面因素影响，实际场景或多会受其他因素干扰。
无线网络是否可以替代有线宽带，安全性如何？,这是两种不同的应用场景，无线宽带我们着重向大家推荐的是它的移动性和便捷性，您随时随地可以高速上网，这是有线快带无法实现的，4G网络的加密算法也都采用了目前业界领先的技术。
这是两种不同的应用场景，无线宽带我们着重向大家推荐的是它的移动性和便捷性，您随时随地可以高速上网，这是有线快带无法实现的，4G网络的加密算法也都采用了目前业界领先的技术。,下车后，4G网络将自动断开，是否会自动切换到其他wifi或者CMCC或GPRS视终端的设置而定
联通电信会用移动TD-LTE吗？4G牌照什么时候发？,运营商采用的技术标准以及4G牌照的颁发需由国家相关部门确定，目前尚不明确。
3G和4G相比哪个更稳定？,取决于网络覆盖的质量，基站覆盖情况越好，就会越稳定，大家都知道中国移动一直致力于优化网络覆盖，相信4G网络的建设一定会更加出色。
使用4G网络是否需要换终端？,使用MIFI可将4G信号转为WIFI信号，手机通过WIFI接入4G网络，如需直接接入4G网络，需更换终端。
4G手机和现在3G手机比，有什么不同？,手机可以更像一台小型电脑，互联网上的各种功能都可以便捷地移植到手机上，不仅可以随时随地通信，更可以双向下载传递资料、享受高清视频、互动游戏等原本只能出现在互联网上的业务。
终端使用4G时的耗电量是否会增大,智能终端操作系统对终端的耗电影响会比网络影响更大，为满足用户对更为丰富的4G业务的需求，终端厂商在销售的终端上已增加大容量电池配置，以便您更换使用。
4G基站切换时是否会影响速率,取决于网络优化的程度，基站覆盖情况越好，影响越小。
国外购置的4G手机能不能用国内的4G网络,视具体终端型号而定。
和联通电信3G对比，移动4G有什么优势？哪个更快？,采用直接上网的方式，测试网速最高可以达到80M，单用户路测平均速率达到20-30M，远超过联通、电信3G速率。
以后用4G的各种终端上网（cpe、4G手机、上网卡、mifi)，实际可以达到多少速率？,目前测试网速最高可以达到80M，但是终端的实际速率会受套餐分配的速率和终端性能的影响，网络的繁忙程度、网站服务器稳定性也会对实际速率有一定影响。
为什么宣传下载可以达到80M，实际体验下来远没到这个水平，差距为什么这么大？,取决于用户所在地信号质量及同时上网人数（可参考赛车比喻）。
B1车最高速率可以到多少，单个用户最高速率可以到多少？,采用直接上网的方式，测试网速最高可以达到80M。在B1车上由于Wifi的转换影响了最高速率，可以达到10-20M。
4G和有线宽带的速度比哪个更快？,目前4G能提供的最大带宽为80M，有线宽带的带宽有很多种，目前主流的有2M、4M、8M宽带，有线宽带的速率是恒定的，而无线宽带的速率受信号质量、用户人数等因素影响，在无线条件好、用户量适当的情况下，无线宽带在移动性等各方面还是具有优势的。
有5G技术存在吗？,目前有LTE A+演进计划，规划下行最高速率1G，上行500M。
TD-LTE的优势？比FDD？,有更高的频谱利用率，适合目前频谱资源紧缺的大环境，下行速率超过FDD制式。
什么时候4G技术开始大范围应用呢？,随着TD-LTE终端入网测试陆续完毕，年内将会有一定规模TD-LTE终端试商用。
听说现在的4G不是真正的4G？,中移动TDD频谱的长期演进技术，目前采用的是国际标准4G制式，后期的远景LTE A+等技术都将在此基础上演进优化。
4G网络的辐射是不是很强？,4G的i辐射和3G没有太大的差别，就像您乘坐的B1车，辐射最多只有50mw，一般的吹风机的功率就有12W，所以它对人体基本不会产生什么影响。
移动客户对认证方式做调整提出咨询,今年2月温州移动与温州公交集团合作率先在5路公交车上实现了TD-LTE即4G网络的覆盖，客户在乘坐5路公交时可享受4G免费体验服务。运行过程中，我公司技术人员不断地对网络进行完善，目前5路公交4G网络已较稳定。在5路公交上使用4G网络需通过手机获取密码进行免费体验，为移动客户提供更加安全、稳定的4G网络。 
认证页面打开比较慢,"原因：由于5路公交车采用了新的加密技术，加强了客户的安全性；由于传递的信息较多，数据量大导致信号不佳处页面打开较慢。 答：请确认接受4G信号是否良好，如信号较弱导致网速慢，属于正常现象。 "
页面提示“网络繁忙，请稍后再试”,服务器为避免攻击，对单个客户频繁操作进行了限制。
页面提示“客户名或密码错误”,"原因：除客户输错密码原因外，因客户使用的密码每天变更一次，浏览器保存的密码没有更新。 答：请删除浏览器保存的密码后，重新打开浏览器登陆，获取密码后尝试登陆。"
页面提示“客户已在线”：,"原因：客户的同一号码不同终端同时使用或者在同一终端同时使用不同浏览器登陆。 答：请确认帐号未在其他手机或者pc上使用，如有使用，请关闭该终端；如未在其他终端上使用，请查看手机运行中的应用程序，关闭所有浏览器应用程序，并重新打开浏览器尝试。"
除了5路有TD-LTE信号外，别的还有哪里有？具体哪里还能收到CMCC-LTE的信号？,"目前我们已经完成了鹿城主城区、瓯海高教园区、龙湾机场等温州主城区覆盖。今年6月份，我们将完成温州主城区的TD-LTE覆盖，到年底，包括温州城区和县市主城区届时都能收到4G信号。目前4G终端已正式销售，您可以到人民路、欧洲城、金河、万川、新城、水心、洪殿等营业厅购买，具体资费为80元/120元/200元分别享受4G/8G/15G流量。
"
4G何时开始收费？,由于4G业务还处于试商用体验阶段，目前在这期间体验都是免费的，欢迎您踊跃参与。后续该业务进入正式商用，会出台具体资费的。
你们移动连3G都还没有发展成熟，比不过电信和联通，怎么就开始发展4G了，基于什么考虑呢,3G时代，联通、电信使用的都是国外的标准，而中国移动使用的是具有自主知识产权的标准，初生之物，其形必丑。但是经过广大技术人员不懈努力和追求，目前的4G技术不亚于全球任何4G标准，速度远超于3G，中国移动对今后TD-LTE的发展有绝对的信心和底气。
我是用苹果的，我感觉用联通上网速度和用4G上网速度差不多么，那4G的速度好像也没比3G快多少？,"答1：移动4G的各项实测速度均已遥遥领先其他制式，目前国内其他任何网络都无法达到这个速度和支撑这么多客户同时使用，手机由于上网消耗带宽很小，可能客户感知不是很明显，若是进行大容量的文件下载对比就会很明显。
答2：采用直接上网的方式，测试网速最高可以达到80M。为了让客户提前体验4G网络，5路车上采用了4G转Wifi的技术，对带宽有一定影响，但也可以达到10-20M。因苹果手机目前暂不支持TD-LTE网络，无法对比测试。"
"下载速度或者流媒体是很快，或没传说的这么快？
","答1：移动4G的各项实测速度均已遥遥领先其他制式，目前国内其他任何网络都无法达到这个速度和支撑这么多客户同时使用，速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性以及各运营商之间互联互通等多方面因素影响，具体问题还需要具体分析，您看其他客户还是使用得挺顺畅的。
答2：这段时间刚开始试商用，很多客户在使用我们的4G网络，沿路都有我们路测的同时在检测，可能会对网络造成一定的突发性拥堵。
答3：采用直接上网的方式，测试网速最高可以达到80M。在5路车上由于Wifi的转换影响了最高速率，可以达到10-20M，今天为了让更多的客户畅快享受4G网络，我们做了单户4M的限速，可能会在速度感知上有所影响。
"
网页打开慢，下载速度不稳定，还断开等问题，这是为什么？,"答1：首先建议客户重新登录或者重新连接相关业务。如果还不行回答参考如下：速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性以及各运营商之间互联互通等多方面因素影响，具体问题还需要具体分析，您看其他客户还是使用得挺顺畅的。
答2、这段时间刚开始试商用，很多客户在使用我们的4G网络，沿路都有我们路测的同时在检测，可能会对网络造成一定的突发性拥堵。"
移动发展3G的实际速率都无法达到理论速率，移动4G可以达到你们所说的速率吗？,"移动网络专家已多场景、多业务反复测试，实际测试效果已接近理论值，相关测试报告已提交国家相关部门。实际使用过程中由于无线环境差别很大，体验感受也会不同。
"
4G转wifi和普通wifi有什么区别？,普通WIFI采用有线接入，4G转WIFI采用无线TD-LTE信号接入，4G信号接入的好处是WIFI可以随着带，不受地理位置限制。
现在市场上以苹果为主流系统之一，现在可以通过4G转WIFI来实现4G上网，如果4G全覆盖后，苹果是否能兼容4G网络呢？,"美国已有商用LTE信号运营，苹果也在考虑IPHONE5上携带LTE信号，苹果对4G网络的兼容是一种趋势。我们即将推出的家庭网关和4G上网伴侣等产品可以将4G信号转化为WIFI信号，苹果终端也可以进行使用。
"
什么时候能体验到你们4G100M的速率，或者什么样的场景可以到，其他场景不能到的原因是什么？,目前，我们进行的4G客户体验测试，上网峰值下行速度最高达到了每秒八十兆，已经相当接近理论值。但是网络速率快慢受终端性能、网络的繁忙程度、网站服务器稳定性等多方面因素影响，实际场景或多会受其他因素干扰
无线网络是否可以替代有线宽带，安全性如何？,"这是两种不同的应用场景，无线宽带我们着重向大家推荐的是它的移动性和便捷性，您随时随地可以高速上网，这是有线快带无法实现的，4G网络的加密算法也都采用了目前业界领先的技术。
"
没有4G wifi的地段会直接断网还是会自动切换到其他wifi或者CMCC或GPRS？,下车后，4G网络将自动断开，是否会自动切换到其他wifi或者CMCC或GPRS视终端的设置而定。
"联通电信会用移动TD-LTE吗？4G牌照什么时候发？
",运营商采用的技术标准以及4G牌照的颁发需由国家相关部门确定，目前尚不明确。
"3G和4G相比哪个更稳定？
",取决于网络覆盖的质量，基站覆盖情况越好，就会越稳定，大家都知道中国移动一直致力于优化网络覆盖，相信4G网络的建设一定会更加出色。
使用4G网络是否需要换终端？,使用MIFI可将4G信号转为WIFI信号，手机通过WIFI接入4G网络，如需直接接入4G网络，需更换终端。
4G手机和现在3G手机比，有什么不同？,手机可以更像一台小型电脑，互联网上的各种功能都可以便捷地移植到手机上，不仅可以随时随地通信，更可以双向下载传递资料、享受高清视频、互动游戏等原本只能出现在互联网上的业务。
终端使用4G时的耗电量是否会增大？,智能终端操作系统对终端的耗电影响会比网络影响更大，为满足客户对更为丰富的4G业务的需求，终端厂商在销售的终端上已增加大容量电池配置，以便您更换使用。
4G基站切换时是否会影响速率？,"取决于网络优化的程度，基站覆盖情况越好，影响越小。
"
国外购置的4G手机能不能用国内的4G网络？,视具体终端型号而定。
和联通电信3G对比，移动4G有什么优势？哪个更快？,采用直接上网的方式，测试网速最高可以达到80M，单客户路测平均速率达到20-30M，远超过联通、电信3G速率。
以后用4G的各种终端上网（cpe、4G手机、上网卡、mifi)，实际可以达到多少速率？,目前测试网速最高可以达到80M，但是终端的实际速率会受套餐分配的速率和终端性能的影响，网络的繁忙程度、网站服务器稳定性也会对实际速率有一定影响。
为什么宣传下载可以达到80M，实际体验下来远没到这个水平，差距为什么这么大？,取决于客户所在地信号质量及同时上网人数（可参考赛车比喻）。
5路车最高速率可以到多少，单个客户最高速率可以到多少？,采用直接上网的方式，测试网速最高可以达到80M。在5路车上由于Wifi的转换影响了最高速率，可以达到10-20M。
4G和有线宽带的速度比哪个更快？,目前4G能提供的最大带宽为80M，有线宽带的带宽有很多种，目前主流的有2M、4M、8M宽带，有线宽带的速率是恒定的，而无线宽带的速率受信号质量、客户人数等因素影响，在无线条件好、客户量适当的情况下，无线宽带在移动性等各方面还是具有优势的。
有5G技术存在吗？,目前有LTE A+演进计划，规划下行最高速率1G，上行500M。
TD-LTE的优势？比FDD？,有更高的频谱利用率，适合目前频谱资源紧缺的大环境，下行速率超过FDD制式。
什么时候4G技术开始大范围应用呢？,随着TD-LTE终端入网测试陆续完毕，年内将会有一定规模TD-LTE终端试商用。
听说现在的4G不是真正的4G？,"中移动TDD频谱的长期演进技术，目前采用的是国际标准4G制式，后期的远景LTE A+等技术都将在此基础上演进优化。
"
4G网络的辐射是不是很强？,4G的i辐射和3G没有太大的差别，就像您乘坐的5路车，辐射最多只有50mw，一般的吹风机的功率就有12W，所以它对人体基本不会产生什么影响。
4G（TD-LTE）是什么？,4G是第四代移动通信技术的简称，其网络速度可达3G网络速度的十几倍到几十倍。其中TD-LTE是高带宽、高质量的新一代无线宽带通信标准之一，具有高速度、低时延、国际化的特点。
中国移动4G的技术标准是什么？,中国移动4G采用的是TD-LTE网络，它是比我们现在用的3G网络有着更大带宽、更高速率的下一代移动通信网络。
"4G有什么特点? 和现在的2G、3G相比，4G有哪些优势？ ","4G最大优势是速度快！目前，从我们已经进行TD-LTE的测试来看，最大下载速度将达到每秒30兆。以下载电影为例，一部700M的高清电影，用4G网络下载，最快5分多钟就可以完成。
"
所有手机都能使用移动4G吗？,目前带WIFI功能的手机都能用WIFI功能接入经过信号转换的CMCC-4G网络，如需直接接入4G网络，需要更换为支持TD-LTE网络的手机。
CMCC-4G流量收费吗？,"目前体验期不收费，建议客户在体验期间关闭手机的数据网络或者蜂窝网络，以免产生移动数据流量。
"
4G信号覆盖如何？,目前我公司已在快速公交1号线全程覆盖了4G信号，客户可在公交车上体验高速上网；后续工程将覆盖整个舟山主城区。
目前4G的上网速率是多少？,客户使用LTE网络上网时，理论下载最大速率可达80Mb/秒，上传最大速率可达10Mb/秒，舟山快速公交线实测下载最大速率为30Mb/秒(即每秒可下载30Mb/8=3.75MB/S)，上传最大速率可达8Mb/秒。
目前有何手机终端支持TD-LTE？,新发布的4G手机分别为三星GT-N7108D(note2移动4G版)、索尼M35T、中兴U9815、酷派8735；另外iphone 5s/5C也支持TD-LTE。
可选择的数据终端有哪些？,有数据卡；Mi-Fi（俗称“上网伴侣”），它的功能是将4G网络信号转换成您手机、iPad、笔记本电脑都通用的WIFI信号；4G无线网关（CPE）与常用的无线路由器相似，但和无线路由器不同的是，它使用更方便，可随时移动。
